0;10
0,1;10
0,2;10
0,3;10
0,4;10
0,5;10
0,6;10
0,7;10
0,8;10
0,9;10
1;9
1;9
1,1;9
1,2;9
1,3;9
1,4;9
1,5;9
1,6;9
1,7;9
1,8;9
1,9;9
2;8
2;8
2,1;8
2,2;8
2,3;8
2,4;8
2,5;8
2,6;8
2,7;8
2,8;8
2,9;8
3;7
3;7
3,1;7
3,2;7
3,3;7
3,4;7
3,5;7
3,6;7
3,7;7
3,8;7
3,9;7
4;6
4;6
4,1;6
4,2;6
4,3;6
4,4;6
4,5;6
4,6;6
4,7;6
4,8;6
4,9;6
5;5
5;5
5,1;5
5,2;5
5,3;5
5,4;5
5,5;5
5,6;5
5,7;5
5,8;5
5,9;5
5,99999999999999;4
5,99999999999999;4
6,09999999999999;4
6,19999999999999;4
6,29999999999999;4
6,39999999999999;4
6,49999999999999;4
6,59999999999999;4
6,69999999999999;4
6,79999999999999;4
6,89999999999999;4
6,99999999999999;3
6,99999999999999;3
7,09999999999999;3
7,19999999999999;3
7,29999999999999;3
7,39999999999999;3
7,49999999999999;3
7,59999999999999;3
7,69999999999999;3
7,79999999999999;3
7,89999999999999;3
7,99999999999999;2
7,99999999999999;2
8,09999999999999;2
8,19999999999999;2
8,29999999999999;2
8,39999999999999;2
8,49999999999999;2
8,59999999999999;2
8,69999999999999;2
8,79999999999998;2
8,89999999999998;2
8,99999999999998;1
8,99999999999998;1
9,09999999999998;1
9,19999999999998;1
9,29999999999998;1
9,39999999999998;1
9,49999999999998;1
9,59999999999998;1
9,69999999999998;1
9,79999999999998;1
9,89999999999998;1
9,99999999999998;0
9,99999999999998;0
